Sheet,WBS,S.NO,Description,Unit,Qty
"11.3 FOAM SYSTEM ","11.3","","Expansion Ratio: Minimum 7:1","",0
"11.3 FOAM SYSTEM ","11.3","","Freezing Point: Approx. -11 °C","",0
"11.3 FOAM SYSTEM ","11.3","","Temperature Stability: 0 °C to +55 °C (storage & use as per manufacturer’s data sheet)","",0
"11.3 FOAM SYSTEM ","11.3","","Shelf Life: Minimum 10 years under proper storage conditions","",0
"11.3 FOAM SYSTEM ","11.3","","Environmental: Fluorine-free, PFAS-free, PFOS/PFOA-free, biodegradable","",0
"11.3 FOAM SYSTEM ","11.3","","Approvals: UL Listed & FM Approved","",0
"11.3 FOAM SYSTEM ","11.3","","Packaging: 200L Drum","",0
"11.3 FOAM SYSTEM ","11.3","","Type: Paddle-Type","",0
"11.3 FOAM SYSTEM ","11.3","","Body Material: Corrosion-Resistant Brass / Stainless Steel (SS 304 / SS 316)","",0
"11.3 FOAM SYSTEM ","11.3","","Paddle Material: Stainless Steel (SS 304 / SS 316)","",0
"11.3 FOAM SYSTEM ","11.3","","Switch Type: SPDT (Single Pole Double Throw) Contact","",0
"11.3 FOAM SYSTEM ","11.3","","Operating Voltage: 24V DC / 230V AC","",0
"11.3 FOAM SYSTEM ","11.3","","Flow Sensitivity: Adjustable (as per site conditions)","",0
"11.3 FOAM SYSTEM ","11.3","","End Connection: Screwed (as per IS 554)","",0
"11.3 FOAM SYSTEM ","11.3","","Working Pressure: Minimum 175 psi (12 bar),","",0
"11.3 FOAM SYSTEM ","11.3","","Enclosure Rating: Weatherproof","",0
"11.3 FOAM SYSTEM ","11.3","","Installation Location: Fire sprinkler piping / Hydrant mains / Fire pump discharge","",0
"11.3 FOAM SYSTEM ","11.3","","Approvals: UL-listed, FM-approved","",0
"11.3 FOAM SYSTEM ","11.3","","Sizes","",0
"11.3 FOAM SYSTEM ","11.3","8.1","200 mm nominal dia","Nos",0
"11.3 FOAM SYSTEM ","11.3","8.2","150 mm nominal dia","Nos",0
"11.3 FOAM SYSTEM ","11.3","8.3","100 mm nominal dia","Nos",0
"11.3 FOAM SYSTEM ","11.3","8.4","80 mm nominal dia","Nos",0
"11.3 FOAM SYSTEM ","11.3","","Supply, installation, testing, and commissioning of UL Listed & FM Approved Test and Drain Valve for fire protection piping systems, complete with all necessary accessories such as nuts, bolts, gaskets, and fittings for proper installation and operation.","",0
"11.3 FOAM SYSTEM ","11.3","","Type: Integrated Ball Valve with Test and Drain Function","",0
"11.3 FOAM SYSTEM ","11.3","","Material: Body: Forged Brass, Ball: Stainless Steel (SS304 / SS316) with Chrome Plating, Stem: Stainless Steel (SS304 / SS316), Seat: PTFE / RPTFE (Fire-Safe Design)","",0
"11.3 FOAM SYSTEM ","11.3","","End Connection: Threaded (as per IS 554 / ANSI B1.20.1) or Flanged (as per IS 6392 / ANSI B16.5 Class 150)","",0
"11.3 FOAM SYSTEM ","11.3","","Working Pressure: 12 bar min","",0
"11.3 FOAM SYSTEM ","11.3","","Operation: Handwheel / Lever Operated with Drain & Test Function, Adjustable Orifice for Flow Control, Integrated Sight Glass for Flow Indication","",0
"11.3 FOAM SYSTEM ","11.3","","UL Listed & FM Approved","",0
"11.3 FOAM SYSTEM ","11.3","","Accessories: Nuts, Bolts, Gaskets, and Locking Arrangement (if applicable)","",0
"11.3 FOAM SYSTEM ","11.3","","Sizes","",0
"11.3 FOAM SYSTEM ","11.3","","50 NB","Nos",0
"11.3 FOAM SYSTEM ","11.3","","32 NB","Nos",0
"11.3 FOAM SYSTEM ","11.3","","25 NB","Nos",0
"11.3 FOAM SYSTEM ","11.3","","Air Vent Assembly: Brass / Stainless Steel body, float-operated, maintenance-free, corrosion resistant, working pressure up to 300 PSI, connection size ½″ NPT/BSPT.","",0
"11.3 FOAM SYSTEM ","11.3","","Ball Valve Supervisory Switch: Potter RBVS-T or equivalent UL/FM approved retrofit switch, SPDT contacts rated 10 A @ 125/250 VAC, enclosure NEMA 4 weatherproof, suitable for ½″–2″ valves, with tamper switch for housing removal.","",0
"11.3 FOAM SYSTEM ","11.3","","Approvals: UL Listed & FM Approved for both air vent and supervisory switch.","",0
"11.3 FOAM SYSTEM ","11.3","","Operation: Automatic air vent function with float mechanism; supervisory switch generates alarm signal if valve handle is moved from normal (open) position.","",0
"11.3 FOAM SYSTEM ","11.3","","Accessories: Includes nipples, unions, clamps, supports, and mounting hardware for complete installation.","",0
"11.3 FOAM SYSTEM ","11.3","","Standard of Reference: NFPA 13 (Air Vent Requirements), NFPA 72 (Supervisory Signals), UL/FM standards.","",0
"11.3 FOAM SYSTEM ","11.3","","As per specification","Nos",0
"11.3 FOAM SYSTEM ","11.3","","Material: Body – Brass, chrome plated; Deflector – Stainless Steel (SS304 / SS316); Frame & Components – corrosion-resistant materials","",0
"11.3 FOAM SYSTEM ","11.3","","Type: Foam-Water Sprinkler (Pendant / Upright type) with internal foam-water mixing capability as per system design.","",0
"11.3 FOAM SYSTEM ","11.3","","Working Pressure: Minimum 175 PSI (12 bar) or higher as per system design","",0
"11.3 FOAM SYSTEM ","11.3","","Temperature Rating: 68 °C","",0
"11.3 FOAM SYSTEM ","11.3","","UL Listed, FM Approved","",0
